s_name,s_artist,s_energy,s_genre
中央フリーウェイ,Yumi Arai,0.675,Anime
卒業写真,Yumi Arai,0.393,Anime
晩夏 (ひとりの季節),Yumi Arai,0.258,Anime
海を見ていた午後,Yumi Arai,0.0405,Anime
翳りゆく部屋,Yumi Arai,0.562,Anime
雨のステイション,Yumi Arai,0.343,Anime
雨の街を,Yumi Arai,0.393,Anime
ANNIVERSARY,Yumi Matsutoya,0.56,Anime
BLIZZARD,Yumi Matsutoya,0.785,Anime
DANG DANG,Yumi Matsutoya,0.81,Anime
DOWNTOWN BOY,Yumi Matsutoya,0.628,Anime
NIGHT WALKER,Yumi Matsutoya,0.557,Anime
SATURDAY NIGHT ZOMBIES,Yumi Matsutoya,0.697,Anime
オールマイティー,Yumi Matsutoya,0.861,Anime
ガールフレンズ,Yumi Matsutoya,0.716,Anime
ノーサイド,Yumi Matsutoya,0.394,Anime
メトロポリスの片隅で,Yumi Matsutoya,0.878,Anime
入江の午後3時,Yumi Matsutoya,0.718,Anime
埠頭を渡る風,Yumi Matsutoya,0.762,Anime
守ってあげたい,Yumi Matsutoya,0.476,Anime
心ほどいて,Yumi Matsutoya,0.588,Anime
春よ、来い,Yumi Matsutoya,0.529,Anime
時をかける少女,Yumi Matsutoya,0.582,Anime
真夏の夜の夢,Yumi Matsutoya,0.752,Anime
真珠のピアス,Yumi Matsutoya,0.595,Anime
輪舞曲 (ロンド),Yumi Matsutoya,0.683,Anime
霧雨で見えない,Yumi Matsutoya,0.511,Anime
青春のリグレット,Yumi Matsutoya,0.735,Anime
魔法のくすり,Yumi Matsutoya,0.713,Anime
In Camera,Yumi Zouma,0.618,Rock
(Not) The Love Of My Life,Yuna,0.586,Alternative
Blank Marquee,Yuna,0.77,Alternative
Castaway,Yuna,0.761,Alternative
Crush,Yuna,0.414,Alternative
Does She,Yuna,0.437,Alternative
Forevermore,Yuna,0.877,Alternative
Lullabies,Yuna,0.338,Alternative
Lullabies - Adventure Club Remix,Yuna,0.698,Alternative
Rescue,Yuna,0.886,Alternative
Tiada Akhir,Yuna,0.683,Alternative
Used To Love You,Yuna,0.461,Alternative
Dead Faces,Yung Bans,0.519,Hip-Hop
Did That Did That,Yung Bans,0.616,Hip-Hop
Dresser,Yung Bans,0.513,Hip-Hop
Lonely,Yung Bans,0.362,Hip-Hop
Ridin (feat. Landon Cube & YBN Nahmir),Yung Bans,0.439,Hip-Hop
Right Through You,Yung Bans,0.358,Hip-Hop
Round (feat. Juice WRLD),Yung Bans,0.528,Hip-Hop
1 Thot 2 Thot Red Thot Blue Thot,Yung Gravy,0.768,Rap
Alley Oop (feat. Lil Baby),Yung Gravy,0.499,Rap
Back to the Basics,Yung Gravy,0.7,Rap
Cheryl,Yung Gravy,0.698,Rap
Flex Season,Yung Gravy,0.697,Rap
Forget Me Thots,Yung Gravy,0.737,Rap
Gasoline (feat. Young King Dave),Yung Gravy,0.552,Rap
Gold (feat. Mia Gladstone),Yung Gravy,0.553,Rap
"Karen, Pt. 2",Yung Gravy,0.749,Rap
Knockout,Yung Gravy,0.856,Rap
Mr. Clean,Yung Gravy,0.701,Rap
Ms. Gravystone (feat. Mia Gladstone),Yung Gravy,0.843,Rap
Pillow Fight (feat. vbnd),Yung Gravy,0.492,Rap
Rotisserie,Yung Gravy,0.67,Rap
Suavecito,Yung Gravy,0.612,Rap
Whippin,Yung Gravy,0.531,Rap
You Betcha (feat. Ihatesunday),Yung Gravy,0.719,Rap
Yung Gravity,Yung Gravy,0.415,Rap
"I Know You See It (feat. Brandy ""Ms. B"" Hambrick)",Yung Joc,0.368,Hip-Hop
Agony,Yung Lean,0.166,Rap
Creep Creeps,Yung Lean,0.549,Hip-Hop
Kyoto,Yung Lean,0.716,Hip-Hop
Red Bottom Sky,Yung Lean,0.401,Hip-Hop
Smirnoff Ice,Yung Lean,0.809,Hip-Hop
Yoshi City,Yung Lean,0.53,Hip-Hop
happy feet,Yung Lean,0.405,Hip-Hop
1997,Yung Pinch,0.566,Hip-Hop
20 Years Later,Yung Pinch,0.517,Hip-Hop
Castaway,Yung Pinch,0.748,Hip-Hop
Cloud 9,Yung Pinch,0.347,Hip-Hop
Insomnia,Yung Pinch,0.474,Hip-Hop
Look Like,Yung Pinch,0.523,Hip-Hop
Nightmares (feat. Lil Skies),Yung Pinch,0.698,Rap
Rock With Us,Yung Pinch,0.674,Hip-Hop
Sail Away,Yung Pinch,0.483,Hip-Hop
Underdogs,Yung Pinch,0.457,Hip-Hop
When I Get Home (Hotel California),Yung Pinch,0.698,Rap
Why Would I Wait (feat. G-Eazy),Yung Pinch,0.591,Hip-Hop
Easy,Yung Simmie,0.465,Hip-Hop
Mizu,Yung Tory,0.445,Hip-Hop
Told You,Yung Tory,0.412,Hip-Hop
Coke (feat. Lil Peep),Yunggoth✰,0.466,Hip-Hop
Crying (feat. Lil Peep),Yunggoth✰,0.47,Rap
Idk How to Kill Myself,Yunggoth✰,0.656,Rap
After All,Yuri Honing Acoustic Quartet,0.217,Jazz
Like It Is - Remastered,Yusef Lateef,0.117,Jazz
Love Theme From Spartacus - Remastered,Yusef Lateef,0.379,Jazz
Othelia - Remastered,Yusef Lateef,0.504,Jazz
The Plum Blossom - Rudy Van Gelder Remaster,Yusef Lateef,0.122,Jazz
Blacked Out,Yussef Dayes,0.426,Jazz
Love Is the Message,Yussef Dayes,0.558,Jazz
Love Is the Message - Live at Abbey Road Studios,Yussef Dayes,0.531,Jazz
Black Focus,Yussef Kamaal,0.59,Jazz
Joint 17,Yussef Kamaal,0.595,Jazz
Lowrider,Yussef Kamaal,0.677,Jazz
Mansur's Message,Yussef Kamaal,0.0563,Jazz
Remembrance,Yussef Kamaal,0.704,Jazz
Father And Son,Yusuf / Cat Stevens,0.343,Rock
Moonshadow,Yusuf / Cat Stevens,0.294,Rock
Peace Train,Yusuf / Cat Stevens,0.582,Rock
Rowdy Baby,Yuvan Shankar Raja,0.703,Hip-Hop
Can't Leave Drank Alone,Z-Ro,0.769,Rap
So Houston (feat. Lil Keke & Big Baby Flava),Z-Ro,0.588,Rap
Cheating In The Next Room,Z.Z. Hill,0.347,Blues
Down Home Blues,Z.Z. Hill,0.428,Blues
Someone Else Is Steppin' In,Z.Z. Hill,0.721,Blues
Against The Abyss,ZAQ,0.857,Anime
Going on,ZAQ,0.882,Anime
Last Proof - Instrumental,ZAQ,0.846,Anime
Seven Doors - Instrumental,ZAQ,0.939,Anime
Seven Doors - TRINITY FORM,ZAQ,0.902,Anime
奇跡までのストレートライン,ZAQ,0.899,Anime
Dusk Till Dawn - Radio Edit,ZAYN,44.0,dance pop
I Don�t Wanna Live Forever (Fifty Shades Darker),ZAYN,45.0,dance pop
LIKE I WOULD,ZAYN,83.0,dance pop
Let Me,ZAYN,57.0,dance pop
PILLOWTALK,ZAYN,70.0,dance pop
(Somebody Else Been) Shaking Your Tree,ZZ Top,0.652,Blues
Arrested for Driving While Blind,ZZ Top,0.672,Blues
Cheap Sunglasses,ZZ Top,0.461,Rock
Chevrolet,ZZ Top,0.466,Blues
Doubleback,ZZ Top,0.673,Blues
Flyin' High,ZZ Top,0.974,Blues
Francine,ZZ Top,0.765,Blues
Gimme All Your Lovin',ZZ Top,0.788,Blues
Got Me Under Pressure - 2008 Remaster,ZZ Top,0.939,Blues
"Hot, Blue and Righteous - 2006 Remaster",ZZ Top,0.26,Blues
I Gotsta Get Paid,ZZ Top,0.939,Blues
If I Could Only Flag Her Down - 2008 Remaster,ZZ Top,0.912,Blues
It's Only Love,ZZ Top,0.592,Blues
Jesus Just Left Chicago,ZZ Top,0.455,Blues
Jesus Just Left Chicago - 2006 Remaster,ZZ Top,0.598,Blues
Just Got Back from Baby's,ZZ Top,0.337,Blues
Just Got Paid,ZZ Top,0.687,Blues
La Grange,ZZ Top,0.532,Blues
La Grange - 1999 Remaster,ZZ Top,0.651,Blues
La Grange - 2005 Remaster,ZZ Top,0.64,Rock
La Grange - 2019 Remaster,ZZ Top,0.643,Blues
Master of Sparks - 2006 Remaster,ZZ Top,0.621,Blues
Planet of Women,ZZ Top,0.863,Blues
Rhythmeen,ZZ Top,0.837,Blues
Rough Boy,ZZ Top,0.48,Blues
Sharp Dressed Man,ZZ Top,0.766,Blues
Sharp Dressed Man - 2003 Remaster,ZZ Top,0.791,Blues
Sharp Dressed Man - 2008 Remaster,ZZ Top,0.859,Rock
Sharp Dressed Man - 2019 Remaster,ZZ Top,0.787,Blues
Squank,ZZ Top,0.304,Blues
Stages,ZZ Top,0.787,Blues
Tube Snake Boogie,ZZ Top,0.648,Blues
Tush,ZZ Top,0.864,Blues
Tush - 2006 Remaster,ZZ Top,0.885,Blues
Tush - 2006 Remastered Version,ZZ Top,0.885,Rock
Waitin' for the Bus,ZZ Top,0.268,Blues
Waitin' for the Bus - 2006 Remaster,ZZ Top,0.371,Blues
2 Places at 1 Time,Zac Brown Band,0.488,Country
As She's Walking Away (feat. Alan Jackson) - Greatest Hits Version,Zac Brown Band,0.655,Country
Beautiful Drug,Zac Brown Band,0.857,Country
Can't You See (feat. Kid Rock) - Live,Zac Brown Band,0.853,Country
Castaway,Zac Brown Band,0.78,Country
Chicken Fried - Greatest Hits Version,Zac Brown Band,0.718,Country
Cold Hearted,Zac Brown Band,0.463,Country
Cover Me Up - Recorded at Spotify Studios NYC,Zac Brown Band,0.237,Country
Family Table,Zac Brown Band,0.745,Country
Free,Zac Brown Band,0.412,Rock
Free - Greatest Hits Version,Zac Brown Band,0.405,Country
Free / Into The Mystic - Live From Bonnaroo,Zac Brown Band,0.542,Country
From Now On,Zac Brown Band,0.811,Country
Goodbye In Her Eyes,Zac Brown Band,0.558,Country
Heavy Is the Head,Zac Brown Band,0.932,Country
Highway 20 Ride,Zac Brown Band,0.402,Country
Highway 20 Ride - Greatest Hits Version,Zac Brown Band,0.398,Rock
Homegrown,Zac Brown Band,0.796,Country
I Play The Road,Zac Brown Band,0.734,Country
It's Not OK,Zac Brown Band,0.942,Country
I’ll Be Your Man (Song For A Daughter),Zac Brown Band,0.486,Country
Jump Right In,Zac Brown Band,0.82,Country
Jump Right In - Greatest Hits Version,Zac Brown Band,0.816,Country
Junkyard,Zac Brown Band,0.841,Country
Keep Me in Mind - Greatest Hits Version,Zac Brown Band,0.713,Country
Knee Deep (feat. Jimmy Buffett),Zac Brown Band,0.584,Country
Knee Deep (feat. Jimmy Buffett) - Greatest Hits Version,Zac Brown Band,0.583,Country
Last But Not Least,Zac Brown Band,0.617,Country
Long Haul,Zac Brown Band,0.655,Country
Loving You Easy,Zac Brown Band,0.593,Rock
Make This Day,Zac Brown Band,0.824,Country
Martin,Zac Brown Band,0.373,Country
My Old Man,Zac Brown Band,0.196,Country
Natural Disaster,Zac Brown Band,0.685,Country
No Hurry - Greatest Hits Version,Zac Brown Band,0.54,Country
Nothing - Bonus Track,Zac Brown Band,0.534,Country
One Day,Zac Brown Band,0.642,Country
Quiet Your Mind,Zac Brown Band,0.411,Country
Real Thing,Zac Brown Band,0.533,Rock
Remedy,Zac Brown Band,0.735,Country
Roots - Radio Version,Zac Brown Band,0.667,Country
Settle Me Down,Zac Brown Band,0.696,Country
Sweet Annie,Zac Brown Band,0.434,Rock
Sweet Annie - Greatest Hits Version,Zac Brown Band,0.431,Country
The Wind,Zac Brown Band,0.947,Country
Toes,Zac Brown Band,0.759,Country
Toes - Greatest Hits Version,Zac Brown Band,0.723,Country
Tomorrow Never Comes,Zac Brown Band,0.797,Country
Tomorrow Never Comes - (Acoustic Version),Zac Brown Band,0.261,Country
Trying To Drive,Zac Brown Band,0.664,Country
Uncaged,Zac Brown Band,0.889,Country
Whatever It Is,Zac Brown Band,0.576,Country
Whatever It Is - Greatest Hits Version,Zac Brown Band,0.582,Country
Whiskey's Gone,Zac Brown Band,0.724,Country
Who Knows,Zac Brown Band,0.8,Country
Wildfire,Zac Brown Band,0.637,Country
Your Majesty,Zac Brown Band,0.519,Country
Steps,Zac Flewids,0.786,Hip-Hop
Don't Trip,Zacari,0.638,Alternative
Foggy Windows,Zacari,0.386,Alternative
Heaven Sent (feat. J-Louis),Zacari,0.614,Alternative
Midas Touch,Zacari,0.682,Alternative
Redemption Interlude,Zacari,0.449,Alternative
Young & Invincible,Zacari,0.524,Alternative
This Old Truck,Zach Dylan,0.703,Country
Café Reggio,Zachary Breaux,0.643,Jazz
Never Can Say Goodbye,Zachary Breaux,0.67,Jazz
Thumka,Zack Knight,0.801,Hip-Hop
Babar - Feat. Detroit Symphony Orchestra,Zakir Hussain,0.472,Classical
Making Music,Zakir Hussain,0.208,Classical
Duel 35,Zamilska,0.939,Electronic
Flag,Zamilska,0.823,Electronic
Quarrel,Zamilska,0.85,Electronic
Ruin,Zamilska,0.873,Electronic
Hands of a Workin' Man,Zane Williams,0.78,Country
Jayton and Jill,Zane Williams,0.429,Country
Computer Love,Zapp,0.698,Hip-Hop
I Want To Be Your Man,Zapp,0.607,Hip-Hop
More Bounce To The Ounce,Zapp,0.762,Hip-Hop
Never Forget You,Zara Larsson,73.0,dance pop
Plain Gold Ring,Zara McFarlane,0.0708,Jazz
Born Ready,Zayde Wølf,0.866,Alternative
Cold-Blooded,Zayde Wølf,0.72,Alternative
Gladiator,Zayde Wølf,0.78,Alternative
Heroes,Zayde Wølf,0.714,Alternative
Hustler,Zayde Wølf,0.857,Alternative
King,Zayde Wølf,0.896,Alternative
New Blood,Zayde Wølf,0.892,Rock
No Limits,Zayde Wølf,0.959,Alternative
Rule the World,Zayde Wølf,0.883,Alternative
Walk Through the Fire (feat. Ruelle),Zayde Wølf,0.514,Alternative
We Got the Power,Zayde Wølf,0.903,Alternative
East Atlanta Day,Zaytoven,0.529,Hip-Hop
Strong,Zaytoven,0.695,Hip-Hop
Demain c'est toi,Zaz,0.263,Jazz
J'aime à nouveau,Zaz,0.55,Jazz
Ni oui ni non,Zaz,0.711,Jazz
Paris sera toujours Paris,Zaz,0.663,Jazz
Port Coton,Zaz,0.433,Jazz
Prends garde à ta langue,Zaz,0.799,Jazz
Trop sensible,Zaz,0.343,Jazz
Leaving The Docks,Zbigniew Preisner,0.032,Classical
Clarity,Zedd,78.0,complextro
Get Low (with Liam Payne),Zedd,93.0,complextro
I Want You To Know,Zedd,85.0,complextro
Stay,Zedd,62.0,complextro
Stay The Night - Featuring Hayley Williams Of Paramore,Zedd,74.0,complextro
True Colors,Zedd,79.0,complextro
Already Done,Zeds Dead,0.93,Electronic
Back Home (feat. Freddie Gibbs),Zeds Dead,0.574,Electronic
Blame,Zeds Dead,0.777,Electronic
Blink (feat. Perry Farrell),Zeds Dead,0.792,Electronic
Collapse (feat. Memorecks) - Nebbra Remix,Zeds Dead,0.707,Electronic
Collapse 2.0 (feat. Memorecks),Zeds Dead,0.89,Electronic
Cowboy,Zeds Dead,0.723,Electronic
Crank,Zeds Dead,0.837,Electronic
DNA,Zeds Dead,0.932,Electronic
Dead Price (feat. Sean Price),Zeds Dead,0.962,Electronic
Frontlines,Zeds Dead,0.93,Electronic
Frontlines - Kid Froopy Remix,Zeds Dead,0.772,Electronic
Hadouken - Valentino Khan Remix,Zeds Dead,0.961,Electronic
Hit Me,Zeds Dead,0.578,Electronic
Lights Go Down,Zeds Dead,0.917,Electronic
Lights Go Down - Peekaboo Remix,Zeds Dead,0.763,Electronic
Lights Go Down - Sikdope Remix,Zeds Dead,0.981,Electronic
Lights Go Down - Spirix Remix,Zeds Dead,0.927,Electronic
Lights Go Down - Subtronics Remix,Zeds Dead,0.862,Electronic
Lights Out,Zeds Dead,0.829,Electronic
Lost You (feat. Twin Shadow & D'Angelo Lacy),Zeds Dead,0.882,Electronic
Loud,Zeds Dead,0.971,Electronic
Neck And Neck,Zeds Dead,0.815,Electronic
Neck And Neck - DNMO Remix,Zeds Dead,0.594,Electronic
Oh No,Zeds Dead,0.892,Electronic
Ruckus The Jam - Original Mix,Zeds Dead,0.706,Electronic
Rumble in the Jungle,Zeds Dead,0.905,Electronic
Slow Down,Zeds Dead,0.705,Electronic
Stardust,Zeds Dead,0.718,Electronic
Stoned Capone (feat. Omar LinX & Big Gigantic),Zeds Dead,0.729,Electronic
Symphony,Zeds Dead,0.724,Electronic
This Is Me,Zeds Dead,0.63,Electronic
Too Young - Auralponic Remix,Zeds Dead,0.902,Electronic
Trouble,Zeds Dead,0.729,Electronic
Undah Yuh Skirt feat. Mavado,Zeds Dead,0.929,Electronic
We Could Be Kings,Zeds Dead,0.71,Electronic
Where Did That Go,Zeds Dead,0.724,Electronic
You Know - Radio Edit,Zeds Dead,0.843,Electronic
Leave The Light On,Zero,0.557,Hip-Hop
Aurora,Zero 7,0.436,Jazz
Crosses,Zero 7,0.559,Electronic
Destiny,Zero 7,0.576,Jazz
Destiny - KFOG Live Session,Zero 7,0.544,Jazz
"Don't Call It Love - 12"" Version",Zero 7,0.53,Jazz
End Theme - Herberts Chop Dub,Zero 7,0.659,Electronic
Futures,Zero 7,0.52,Electronic
Give It Away,Zero 7,0.554,Jazz
I Have Seen,Zero 7,0.68,Electronic
If I Can't Have You,Zero 7,0.535,Electronic
In The Waiting Line - KFOG Live Session,Zero 7,0.476,Electronic
Likufanele,Zero 7,0.477,Electronic
Look Up,Zero 7,0.726,Electronic
Monday Night,Zero 7,0.658,Electronic
Mono,Zero 7,0.54,Electronic
Morning Song,Zero 7,0.487,Electronic
"On My Own - 12"" Version",Zero 7,0.561,Jazz
Out Of Town,Zero 7,0.531,Electronic
Polaris,Zero 7,0.542,Electronic
Red Dust,Zero 7,0.416,Electronic
"Red, Blue and Green - Dub Copy",Zero 7,0.756,Electronic
Ruth & Rights,Zero 7,0.293,Jazz
Seeing Things,Zero 7,0.501,Electronic
Simple Science,Zero 7,0.701,Electronic
Simple Things,Zero 7,0.385,Electronic
Speed Dial No. 2,Zero 7,0.35,Electronic
Take Me Away,Zero 7,0.599,Electronic
The Space Between,Zero 7,0.374,Electronic
This Fine Social Scene,Zero 7,0.534,Electronic
This World,Zero 7,0.455,Electronic
Throw It All Away,Zero 7,0.576,Jazz
Today,Zero 7,0.673,Electronic
Warm Sound,Zero 7,0.389,Electronic
When It Falls,Zero 7,0.385,Electronic
You're My Flame,Zero 7,0.661,Electronic
Kitten on the Keys,Zez Confrey,0.243,Classical
On the Roof,Zhen Chen,0.275,Classical
Hipnosis,Zion & Lennox,0.713,Hip-Hop
Hola,Zion & Lennox,0.789,Hip-Hop
La Player (Bandolera),Zion & Lennox,0.838,Hip-Hop
Mi Tesoro (feat. Nicky Jam),Zion & Lennox,0.711,Hip-Hop
Otra Vez (feat. J Balvin),Zion & Lennox,0.772,Hip-Hop
Pierdo la Cabeza - Remix,Zion & Lennox,0.795,Hip-Hop
Coastin',Zion I,0.678,Alternative
"Sonata for solo violoncello, Op. 8: Sonata for solo violoncello, Op. 8: III. Allegro molto vivace",Zoltán Kodály,0.0785,Classical
